*Airport,Link_Id,Node1_Id,Node1_Longitude,Node1_Latitude,Node1_Altitude,Node1_Type,Node2_Id,Node2_Longitude,Node2_Latitude,Node2_Altitude,Node2_Type,Link_Type
RKSS,G304-RP56,G304,126.8014333,37.57029443999998,0,Gate,RP56,126.8002305555556,37.56941111111112,0,Ramp,Gate
RKSS,G305-RP55,G305,126.8017583,37.57003611,0,Gate,RP55,126.8005369,37.56916123999999,0,Ramp,Gate
RKSS,G306-RP54,G306,126.8021528,37.56971944000001,0,Gate,RP54,126.8009301,37.56884672999999,0,Ramp,Gate
RKSS,G307-RP53,G307,126.8024778,37.56946110999998,0,Gate,RP53,126.8014067,37.56876109000002,0,Ramp,Gate
RKSS,G501-RP80,G501,126.7891806,37.55496111000001,0,Gate,RP80,126.7894227,37.55514007999999,0,Ramp,Gate
RKSS,G502-RP81,G502,126.789325,37.55484166999999,0,Gate,RP81,126.7895553,37.55502337,0,Ramp,Gate
RKSS,G503-RP82,G503,126.7894778,37.55471943999999,0,Gate,RP82,126.7896907,37.55490223999998,0,Ramp,Gate
RKSS,G504-RP83,G504,126.789625,37.55460278000002,0,Gate,RP83,126.7898141,37.55478424,0,Ramp,Gate
RKSS,G505-RP85,G505,126.7901083,37.55421943999999,0,Gate,RP85,126.7903266,37.55440104000003,0,Ramp,Gate
RKSS,G506-RP86,G506,126.7902556,37.55410000000002,0,Gate,RP86,126.7904817,37.55428274999999,0,Ramp,Gate
RKSS,G507-RP87,G507,126.7904056,37.55397777999998,0,Gate,RP87,126.7906366,37.554163,0,Ramp,Gate
RKSS,G508-RP88,G508,126.7905583,37.55385555999998,0,Gate,RP88,126.7907815,37.55403867000003,0,Ramp,Gate
RKSS,G509-RP89,G509,126.7907111,37.55373610999997,0,Gate,RP89,126.7909333,37.55392068000001,0,Ramp,Gate
RKSS,G510-RP90,G510,126.7908639,37.55361389000001,0,Gate,RP90,126.7910831,37.55379951000002,0,Ramp,Gate
RKSS,G511-RP91,G511,126.7910167,37.55349167000001,0,Gate,RP91,126.7912312,37.55367854,0,Ramp,Gate
RKSS,G512-RP92,G512,126.7911667,37.55337222,0,Gate,RP92,126.7913777,37.55355867999999,0,Ramp,Gate
RKSS,G513-RP93,G513,126.7913194,37.55325556000002,0,Gate,RP93,126.7915339,37.55344265999999,0,Ramp,Gate
RKSS,G514-RP94,G514,126.7914667,37.55313611,0,Gate,RP94,126.7916833,37.55332224000001,0,Ramp,Gate
RKSS,G515-RP95,G515,126.7916,37.55303055999998,0,Gate,RP95,126.7918129,37.55321373,0,Ramp,Gate
RKSS,G516-RP96,G516,126.7917111,37.55294166999998,0,Gate,RP96,126.7919261,37.55311983000001,0,Ramp,Gate
RKSS,G517-RP97,G517,126.791825,37.55285277999998,0,Gate,RP97,126.7920298,37.55303502,0,Ramp,Gate
RKSS,G518-RP98,G518,126.7919361,37.55276388999998,0,Gate,RP98,126.7921373,37.55294687000001,0,Ramp,Gate
RKSS,G519-RP99,G519,126.79205,37.55267499999998,0,Gate,RP99,126.7922472,37.55286089999998,0,Ramp,Gate
RKSS,G520-RP100,G520,126.7921611,37.55258610999998,0,Gate,RP100,126.7923603,37.55276781999999,0,Ramp,Gate
RKSS,G521-RP101,G521,126.7922722,37.55249721999998,0,Gate,RP101,126.792483,37.55267870000001,0,Ramp,Gate
RKSS,G522-RP102,G522,126.7923861,37.55240832999998,0,Gate,RP102,126.792597,37.55259236000002,0,Ramp,Gate
RKSS,G523-RP103,G523,126.7924972,37.55231943999998,0,Gate,RP103,126.7927078,37.55250091000001,0,Ramp,Gate
RKSS,G524-RP104,G524,126.7926111,37.55223055999998,0,Gate,RP104,126.7928065,37.55241173999998,0,Ramp,Gate
RKSS,G525-RP112,G525,126.7913139,37.55180278,0,Gate,RP112,126.7914411,37.55192008999999,0,Ramp,Gate
RKSS,G526-RP111,G526,126.7912028,37.55189167,0,Gate,RP111,126.7913425,37.55201046999999,0,Ramp,Gate
RKSS,G527-RP113,G527,126.7910917,37.55198056,0,Gate,RP113,126.7912261,37.55208023000001,0,Ramp,Gate
RKSS,G701-RP106,G701,126.7922167,37.55108332999998,0,Gate,RP106,126.7925322,37.55148381000002,0,Ramp,Gate
RKSS,G702-RP107,G702,126.791975,37.55127778000001,0,Gate,RP107,126.7923659,37.55167231999999,0,Ramp,Gate
RKSS,G703-RP108,G703,126.7916694,37.55152222,0,Gate,RP108,126.7921204,37.55189202999999,0,Ramp,Gate
RKSS,G704-RP109,G704,126.7914889,37.55166388999997,0,Gate,RP109,126.7919583,37.55206126,0,Ramp,Gate
RKSS,RP116-RP15,RP116,126.8032815856225,37.55574983146196,0,Ramp,RP15,126.8035073,37.55549474999999,0,Ramp,Ramp
RKSS,RP116-RP16,RP116,126.8032815856225,37.55574983146196,0,Ramp,RP16,126.8035716,37.55583301000001,0,Ramp,Ramp
RKSS,RP116-RP17,RP116,126.8032815856225,37.55574983146196,0,Ramp,RP17,126.8030364,37.55568299999999,0,Ramp,Ramp
RKSS,RP116-RP18,RP116,126.8032815856225,37.55574983146196,0,Ramp,RP18,126.8031576,37.55604347999999,0,Ramp,Ramp
RKSS,RP1-RP114,RP1,126.8111844,37.54926498999997,0,Ramp,RP114,126.8099556,37.55022221999999,0,Ramp,Ramp
RKSS,RP2-RP1,RP2,126.8106184,37.54971004999999,0,Ramp,RP1,126.8111844,37.54926498999997,0,Ramp,Ramp
RKSS,RP2-RP114,RP2,126.8106184,37.54971004999999,0,Ramp,RP114,126.8099556,37.55022221999999,0,Ramp,Ramp
RKSS,RP3-RP4,RP3,126.8093596,37.55072571000001,0,Ramp,RP4,126.8088093,37.55116381000001,0,Ramp,Ramp
RKSS,RP3-RP114,RP3,126.8093596,37.55072571000001,0,Ramp,RP114,126.8099556,37.55022221999999,0,Ramp,Ramp
RKSS,RP4-RP5,RP4,126.8088093,37.55116381000001,0,Ramp,RP5,126.8082626,37.55159601,0,Ramp,Ramp
RKSS,RP5-RP6,RP5,126.8082626,37.55159601,0,Ramp,RP6,126.8077266,37.55202558000001,0,Ramp,Ramp
RKSS,RP6-RP7,RP6,126.8077266,37.55202558000001,0,Ramp,RP7,126.8072877,37.55238871,0,Ramp,Ramp
